Date,Type,Subtype,Benefit Type,Numbers
20240301,Ethnic group,Asian,Youth Payment and Young Parent Payment,21.0
20240301,Ethnic group,Middle Eastern/Latin American/African,Youth Payment and Young Parent Payment,6.0
20240301,Ethnic group,Other ethnicity,Youth Payment and Young Parent Payment,12.0
20240301,Ethnic group,Ethnicity not specified,Youth Payment and Young Parent Payment,156.0
20240301,Continuous duration,One year or less,Other Main Benefits,1293.0
20240301,Continuous duration,More than one year,Other Main Benefits,1119.0
20240301,Gender,Male,Other Main Benefits,1032.0
20240301,Gender,Female,Other Main Benefits,1374.0
20240301,Gender,Gender Diverse,Other Main Benefits,9.0
20240301,Age group,18-24 years,Other Main Benefits,231.0
20240301,Age group,25-39 years,Other Main Benefits,1005.0
20240301,Age group,40-54 years,Other Main Benefits,693.0
20240301,Age group,55-64 years,Other Main Benefits,480.0
20240301,Ethnic group,European,Other Main Benefits,492.0
20240301,Ethnic group,Māori,Other Main Benefits,558.0
20240301,Ethnic group,Pacific Peoples,Other Main Benefits,297.0
20240301,Ethnic group,Asian,Other Main Benefits,303.0
20240301,Ethnic group,Middle Eastern/Latin American/African,Other Main Benefits,99.0
20240301,Ethnic group,Other ethnicity,Other Main Benefits,138.0
20240301,Ethnic group,Ethnicity not specified,Other Main Benefits,720.0
20240301,Continuous duration,One year or less,Total,100872.0
20240301,Continuous duration,More than one year,Total,269379.0
20240301,Gender,Male,Total,164802.0
20240301,Gender,Female,Total,203556.0
20240301,Gender,Gender Diverse,Total,1893.0
20240301,Age group,18-24 years,Total,59229.0
20240301,Age group,25-39 years,Total,130680.0
20240301,Age group,40-54 years,Total,99666.0
20240301,Age group,55-64 years,Total,80673.0
20240301,Ethnic group,European,Total,179595.0
20240301,Ethnic group,Māori,Total,136950.0
20240301,Ethnic group,Pacific Peoples,Total,43242.0
20240301,Ethnic group,Asian,Total,17658.0
20240301,Ethnic group,Middle Eastern/Latin American/African,Total,5817.0
20240301,Ethnic group,Other ethnicity,Total,12915.0
20240301,Ethnic group,Ethnicity not specified,Total,21654.0
20230901,Continuous duration,One year or less,Jobseeker Support,76500.0
20230901,Continuous duration,More than one year,Jobseeker Support,105009.0
20230901,Gender,Male,Jobseeker Support,102606.0
20230901,Gender,Female,Jobseeker Support,77550.0
20230901,Gender,Gender Diverse,Jobseeker Support,1353.0
20230901,Age group,18-24 years,Jobseeker Support,36333.0
20230901,Age group,25-39 years,Jobseeker Support,57549.0
20230901,Age group,40-54 years,Jobseeker Support,49539.0
20230901,Age group,55-64 years,Jobseeker Support,38085.0
20230901,Ethnic group,European,Jobseeker Support,84804.0
20230901,Ethnic group,Māori,Jobseeker Support,70617.0
20230901,Ethnic group,Pacific Peoples,Jobseeker Support,21420.0
20230901,Ethnic group,Asian,Jobseeker Support,10428.0
20230901,Ethnic group,Middle Eastern/Latin American/African,Jobseeker Support,3456.0
20230901,Ethnic group,Other ethnicity,Jobseeker Support,6783.0
20230901,Ethnic group,Ethnicity not specified,Jobseeker Support,9003.0
20230901,Continuous duration,One year or less,Sole Parent Support,14928.0
20230901,Continuous duration,More than one year,Sole Parent Support,60072.0
20230901,Gender,Male,Sole Parent Support,6738.0
20230901,Gender,Female,Sole Parent Support,68226.0
20230901,Gender,Gender Diverse,Sole Parent Support,33.0
20230901,Age group,18-24 years,Sole Parent Support,9663.0
20230901,Age group,25-39 years,Sole Parent Support,48057.0
20230901,Age group,40-54 years,Sole Parent Support,16305.0
20230901,Age group,55-64 years,Sole Parent Support,972.0
20230901,Ethnic group,European,Sole Parent Support,31167.0
20230901,Ethnic group,Māori,Sole Parent Support,36231.0
20230901,Ethnic group,Pacific Peoples,Sole Parent Support,11448.0
20230901,Ethnic group,Asian,Sole Parent Support,2613.0
20230901,Ethnic group,Middle Eastern/Latin American/African,Sole Parent Support,1008.0
20230901,Ethnic group,Other ethnicity,Sole Parent Support,1254.0
20230901,Ethnic group,Ethnicity not specified,Sole Parent Support,3207.0
20230901,Continuous duration,One year or less,Supported Living Payment,6120.0
20230901,Continuous duration,More than one year,Supported Living Payment,95244.0
20230901,Gender,Male,Supported Living Payment,49773.0
20230901,Gender,Female,Supported Living Payment,51336.0
20230901,Gender,Gender Diverse,Supported Living Payment,255.0
20230901,Age group,18-24 years,Supported Living Payment,7911.0
20230901,Age group,25-39 years,Supported Living Payment,20841.0
20230901,Age group,40-54 years,Supported Living Payment,32082.0
20230901,Age group,55-64 years,Supported Living Payment,40539.0
20230901,Ethnic group,European,Supported Living Payment,60477.0
20230901,Ethnic group,Māori,Supported Living Payment,27045.0
20230901,Ethnic group,Pacific Peoples,Supported Living Payment,7563.0
20230901,Ethnic group,Asian,Supported Living Payment,3717.0
20230901,Ethnic group,Middle Eastern/Latin American/African,Supported Living Payment,990.0
20230901,Ethnic group,Other ethnicity,Supported Living Payment,4191.0
20230901,Ethnic group,Ethnicity not specified,Supported Living Payment,6366.0
20230901,Continuous duration,One year or less,Youth Payment and Young Parent Payment,594.0
20230901,Continuous duration,More than one year,Youth Payment and Young Parent Payment,792.0
20230901,Gender,Male,Youth Payment and Young Parent Payment,138.0
20230901,Gender,Female,Youth Payment and Young Parent Payment,1245.0
20230901,Gender,Gender Diverse,Youth Payment and Young Parent Payment,6.0
20230901,Age group,18-24 years,Youth Payment and Young Parent Payment,1386.0
20230901,Age group,25-39 years,Youth Payment and Young Parent Payment,
20230901,Age group,40-54 years,Youth Payment and Young Parent Payment,
20230901,Age group,55-64 years,Youth Payment and Young Parent Payment,
20230901,Ethnic group,European,Youth Payment and Young Parent Payment,375.0
20230901,Ethnic group,Māori,Youth Payment and Young Parent Payment,783.0
20230901,Ethnic group,Pacific Peoples,Youth Payment and Young Parent Payment,207.0
20230901,Ethnic group,Asian,Youth Payment and Young Parent Payment,21.0
20230901,Ethnic group,Middle Eastern/Latin American/African,Youth Payment and Young Parent Payment,12.0
20230901,Ethnic group,Other ethnicity,Youth Payment and Young Parent Payment,15.0
20230901,Ethnic group,Ethnicity not specified,Youth Payment and Young Parent Payment,144.0
20230901,Continuous duration,One year or less,Other Main Benefits,1767.0
20230901,Continuous duration,More than one year,Other Main Benefits,1068.0
20230901,Gender,Male,Other Main Benefits,1248.0
20230901,Gender,Female,Other Main Benefits,1578.0
20230901,Gender,Gender Diverse,Other Main Benefits,12.0
20230901,Age group,18-24 years,Other Main Benefits,384.0
20230901,Age group,25-39 years,Other Main Benefits,1140.0
20230901,Age group,40-54 years,Other Main Benefits,753.0
20230901,Age group,55-64 years,Other Main Benefits,558.0
20230901,Ethnic group,European,Other Main Benefits,762.0
20230901,Ethnic group,Māori,Other Main Benefits,825.0
20230901,Ethnic group,Pacific Peoples,Other Main Benefits,381.0
20230901,Ethnic group,Asian,Other Main Benefits,330.0
20230901,Ethnic group,Middle Eastern/Latin American/African,Other Main Benefits,84.0
20230901,Ethnic group,Other ethnicity,Other Main Benefits,147.0
20230901,Ethnic group,Ethnicity not specified,Other Main Benefits,591.0
20230901,Continuous duration,One year or less,Total,99909.0
20230901,Continuous duration,More than one year,Total,262188.0
20230901,Gender,Male,Total,160503.0
20230901,Gender,Female,Total,199935.0
20230901,Gender,Gender Diverse,Total,1656.0
20230901,Age group,18-24 years,Total,55674.0
20230901,Age group,25-39 years,Total,127587.0
20230901,Age group,40-54 years,Total,98682.0
20230901,Age group,55-64 years,Total,80154.0
20230901,Ethnic group,European,Total,177588.0
20230901,Ethnic group,Māori,Total,135501.0
20230901,Ethnic group,Pacific Peoples,Total,41022.0
20230901,Ethnic group,Asian,Total,17103.0
20230901,Ethnic group,Middle Eastern/Latin American/African,Total,5550.0
20230901,Ethnic group,Other ethnicity,Total,12390.0
20230901,Ethnic group,Ethnicity not specified,Total,19311.0
20211201,Continuous Duration,One year or less,Jobseeker Support,71358.0
20211201,Continuous Duration,More than one year,Jobseeker Support,116634.0
20211201,Gender,Male,Jobseeker Support,104259.0
20211201,Gender,Female,Jobseeker Support,82857.0
20211201,Gender,Gender Diverse,Jobseeker Support,873.0
20211201,Age Group,18-24 years,Jobseeker Support,39627.0
20211201,Age Group,25-39 years,Jobseeker Support,58566.0
20211201,Age Group,40-54 years,Jobseeker Support,51006.0
20211201,Age Group,55-64 years,Jobseeker Support,38793.0
20211201,Ethnic Group,European,Jobseeker Support,92358.0
20211201,Ethnic Group,Māori,Jobseeker Support,70833.0
20211201,Ethnic Group,Pacific Peoples,Jobseeker Support,21123.0
20211201,Ethnic Group,Asian,Jobseeker Support,11334.0
20211201,Ethnic Group,Middle Eastern/Latin American/African,Jobseeker Support,3471.0
20211201,Ethnic Group,Other ethnicity,Jobseeker Support,6741.0
20211201,Ethnic group,Ethnicity not specified,Jobseeker Support,7260.0
20211201,Continuous Duration,One year or less,Sole Parent Support,13923.0
20211201,Continuous Duration,More than one year,Sole Parent Support,59340.0
20211201,Gender,Male,Sole Parent Support,6453.0
20211201,Gender,Female,Sole Parent Support,66786.0
20211201,Gender,Gender Diverse,Sole Parent Support,21.0
20211201,Age Group,18-24 years,Sole Parent Support,9909.0
20211201,Age Group,25-39 years,Sole Parent Support,46077.0
20211201,Age Group,40-54 years,Sole Parent Support,16224.0
20211201,Age Group,55-64 years,Sole Parent Support,1053.0
20211201,Ethnic Group,European,Sole Parent Support,31428.0
20211201,Ethnic Group,Māori,Sole Parent Support,35040.0
20211201,Ethnic Group,Pacific Peoples,Sole Parent Support,10824.0
20211201,Ethnic Group,Asian,Sole Parent Support,2721.0
20211201,Ethnic Group,Middle Eastern/Latin American/African,Sole Parent Support,966.0
20211201,Ethnic Group,Other ethnicity,Sole Parent Support,1182.0
20211201,Ethnic group,Ethnicity not specified,Sole Parent Support,2613.0
20211201,Continuous Duration,One year or less,Supported Living Payment,5208.0
20211201,Continuous Duration,More than one year,Supported Living Payment,88710.0
20211201,Gender,Male,Supported Living Payment,46665.0
20211201,Gender,Female,Supported Living Payment,47166.0
20211201,Gender,Gender Diverse,Supported Living Payment,87.0
20211201,Age Group,18-24 years,Supported Living Payment,7122.0
20211201,Age Group,25-39 years,Supported Living Payment,19197.0
20211201,Age Group,40-54 years,Supported Living Payment,31044.0
20211201,Age Group,55-64 years,Supported Living Payment,36555.0
20211201,Ethnic Group,European,Supported Living Payment,56286.0
20211201,Ethnic Group,Māori,Supported Living Payment,24573.0
20211201,Ethnic Group,Pacific Peoples,Supported Living Payment,7068.0
20211201,Ethnic Group,Asian,Supported Living Payment,3528.0
20211201,Ethnic Group,Middle Eastern/Latin American/African,Supported Living Payment,954.0
20211201,Ethnic Group,Other ethnicity,Supported Living Payment,4359.0
20211201,Ethnic group,Ethnicity not specified,Supported Living Payment,5034.0
20211201,Continuous Duration,One year or less,Youth Payment and Young Parent Payment,570.0
20211201,Continuous Duration,More than one year,Youth Payment and Young Parent Payment,876.0
20211201,Gender,Male,Youth Payment and Young Parent Payment,141.0
20211201,Gender,Female,Youth Payment and Young Parent Payment,1299.0
20211201,Gender,Gender Diverse,Youth Payment and Young Parent Payment,6.0
20211201,Age Group,18-24 years,Youth Payment and Young Parent Payment,1446.0
20211201,Age Group,25-39 years,Youth Payment and Young Parent Payment,
20211201,Age Group,40-54 years,Youth Payment and Young Parent Payment,
20211201,Age Group,55-64 years,Youth Payment and Young Parent Payment,
20211201,Ethnic Group,European,Youth Payment and Young Parent Payment,357.0
20211201,Ethnic Group,Māori,Youth Payment and Young Parent Payment,810.0
20211201,Ethnic Group,Pacific Peoples,Youth Payment and Young Parent Payment,189.0
20211201,Ethnic Group,Asian,Youth Payment and Young Parent Payment,15.0
20211201,Ethnic Group,Middle Eastern/Latin American/African,Youth Payment and Young Parent Payment,12.0
20211201,Ethnic Group,Other ethnicity,Youth Payment and Young Parent Payment,12.0
20211201,Ethnic group,Ethnicity not specified,Youth Payment and Young Parent Payment,156.0
20211201,Continuous Duration,One year or less,Other Main Benefits,10380.0
20211201,Continuous Duration,More than one year,Other Main Benefits,1176.0
20211201,Gender,Male,Other Main Benefits,4191.0
20211201,Gender,Female,Other Main Benefits,7257.0
20211201,Gender,Gender Diverse,Other Main Benefits,108.0
20211201,Age Group,18-24 years,Other Main Benefits,5283.0
20211201,Age Group,25-39 years,Other Main Benefits,4206.0
20211201,Age Group,40-54 years,Other Main Benefits,1386.0
20211201,Age Group,55-64 years,Other Main Benefits,684.0
20211201,Ethnic Group,European,Other Main Benefits,5613.0
20211201,Ethnic Group,Māori,Other Main Benefits,2910.0
20211201,Ethnic Group,Pacific Peoples,Other Main Benefits,1455.0
20211201,Ethnic Group,Asian,Other Main Benefits,1866.0
20211201,Ethnic Group,Middle Eastern/Latin American/African,Other Main Benefits,555.0
20211201,Ethnic Group,Other ethnicity,Other Main Benefits,570.0
20211201,Ethnic group,Ethnicity not specified,Other Main Benefits,894.0
20211201,Continuous Duration,One year or less,Total,101439.0
20211201,Continuous Duration,More than one year,Total,266736.0
20211201,Gender,Male,Total,161715.0
20211201,Gender,Female,Total,205371.0
20211201,Gender,Gender Diverse,Total,1089.0
20211201,Age Group,18-24 years,Total,63387.0
20211201,Age Group,25-39 years,Total,128046.0
20211201,Age Group,40-54 years,Total,99654.0
20211201,Age Group,55-64 years,Total,77085.0
20211201,Ethnic Group,European,Total,186039.0
20211201,Ethnic Group,Māori,Total,134163.0
20211201,Ethnic Group,Pacific Peoples,Total,40665.0
20211201,Ethnic Group,Asian,Total,19464.0
20211201,Ethnic Group,Middle Eastern/Latin American/African,Total,5958.0
20211201,Ethnic Group,Other ethnicity,Total,12864.0
20211201,Ethnic group,Ethnicity not specified,Total,15957.0
20230301,Continuous duration,One year or less,Jobseeker Support,66639.0
20230301,Continuous duration,More than one year,Jobseeker Support,101862.0
20230301,Gender,Male,Jobseeker Support,93795.0
20230301,Gender,Female,Jobseeker Support,73527.0
20230301,Gender,Gender Diverse,Jobseeker Support,1179.0
20230301,Age group,18-24 years,Jobseeker Support,32676.0
20230301,Age group,25-39 years,Jobseeker Support,53040.0
20230301,Age group,40-54 years,Jobseeker Support,46683.0
20230301,Age group,55-64 years,Jobseeker Support,36102.0
20230301,Ethnic group,European,Jobseeker Support,80211.0
20230301,Ethnic group,Māori,Jobseeker Support,65514.0
20230301,Ethnic group,Pacific Peoples,Jobseeker Support,19110.0
20230301,Ethnic group,Asian,Jobseeker Support,9660.0
20230301,Ethnic group,Middle Eastern/Latin American/African,Jobseeker Support,3303.0
20230301,Ethnic group,Other ethnicity,Jobseeker Support,6171.0
20230301,Ethnic group,Ethnicity not specified,Jobseeker Support,7593.0
20230301,Continuous duration,One year or less,Sole Parent Support,14424.0
20230301,Continuous duration,More than one year,Sole Parent Support,59148.0
20230301,Gender,Male,Sole Parent Support,6468.0
20230301,Gender,Female,Sole Parent Support,67071.0
20230301,Gender,Gender Diverse,Sole Parent Support,36.0
20230301,Age group,18-24 years,Sole Parent Support,9675.0
20230301,Age group,25-39 years,Sole Parent Support,46833.0
20230301,Age group,40-54 years,Sole Parent Support,16059.0
20230301,Age group,55-64 years,Sole Parent Support,1005.0
20230301,Ethnic group,European,Sole Parent Support,30867.0
20230301,Ethnic group,Māori,Sole Parent Support,35553.0
20230301,Ethnic group,Pacific Peoples,Sole Parent Support,11040.0
20230301,Ethnic group,Asian,Sole Parent Support,2577.0
20230301,Ethnic group,Middle Eastern/Latin American/African,Sole Parent Support,975.0
20230301,Ethnic group,Other ethnicity,Sole Parent Support,1185.0
20230301,Ethnic group,Ethnicity not specified,Sole Parent Support,3057.0
20230301,Continuous duration,One year or less,Supported Living Payment,6093.0
20230301,Continuous duration,More than one year,Supported Living Payment,94002.0
20230301,Gender,Male,Supported Living Payment,49344.0
20230301,Gender,Female,Supported Living Payment,50556.0
20230301,Gender,Gender Diverse,Supported Living Payment,198.0
20230301,Age group,18-24 years,Supported Living Payment,7788.0
20230301,Age group,25-39 years,Supported Living Payment,20337.0
20230301,Age group,40-54 years,Supported Living Payment,31983.0
20230301,Age group,55-64 years,Supported Living Payment,39984.0
20230301,Ethnic group,European,Supported Living Payment,59946.0
20230301,Ethnic group,Māori,Supported Living Payment,26472.0
20230301,Ethnic group,Pacific Peoples,Supported Living Payment,7380.0
20230301,Ethnic group,Asian,Supported Living Payment,3726.0
20230301,Ethnic group,Middle Eastern/Latin American/African,Supported Living Payment,990.0
20230301,Ethnic group,Other ethnicity,Supported Living Payment,4227.0
20230301,Ethnic group,Ethnicity not specified,Supported Living Payment,6018.0
20230301,Continuous duration,One year or less,Youth Payment and Young Parent Payment,489.0
20230301,Continuous duration,More than one year,Youth Payment and Young Parent Payment,699.0
20230301,Gender,Male,Youth Payment and Young Parent Payment,84.0
20230301,Gender,Female,Youth Payment and Young Parent Payment,1101.0
20230301,Gender,Gender Diverse,Youth Payment and Young Parent Payment,3.0
20230301,Age group,18-24 years,Youth Payment and Young Parent Payment,1185.0
20230301,Age group,25-39 years,Youth Payment and Young Parent Payment,
20230301,Age group,40-54 years,Youth Payment and Young Parent Payment,
20230301,Age group,55-64 years,Youth Payment and Young Parent Payment,
20230301,Ethnic group,European,Youth Payment and Young Parent Payment,267.0
20230301,Ethnic group,Māori,Youth Payment and Young Parent Payment,687.0
20230301,Ethnic group,Pacific Peoples,Youth Payment and Young Parent Payment,174.0
20230301,Ethnic group,Asian,Youth Payment and Young Parent Payment,15.0
20230301,Ethnic group,Middle Eastern/Latin American/African,Youth Payment and Young Parent Payment,12.0
20230301,Ethnic group,Other ethnicity,Youth Payment and Young Parent Payment,9.0
20230301,Ethnic group,Ethnicity not specified,Youth Payment and Young Parent Payment,132.0
20230301,Continuous duration,One year or less,Other Main Benefits,1011.0
20230301,Continuous duration,More than one year,Other Main Benefits,1053.0
20230301,Gender,Male,Other Main Benefits,867.0
20230301,Gender,Female,Other Main Benefits,1191.0
20230301,Gender,Gender Diverse,Other Main Benefits,6.0
20230301,Age group,18-24 years,Other Main Benefits,192.0
20230301,Age group,25-39 years,Other Main Benefits,831.0
20230301,Age group,40-54 years,Other Main Benefits,603.0
20230301,Age group,55-64 years,Other Main Benefits,438.0
20230301,Ethnic group,European,Other Main Benefits,522.0
20230301,Ethnic group,Māori,Other Main Benefits,591.0
20230301,Ethnic group,Pacific Peoples,Other Main Benefits,273.0
20230301,Ethnic group,Asian,Other Main Benefits,246.0
20230301,Ethnic group,Middle Eastern/Latin American/African,Other Main Benefits,90.0
20230301,Ethnic group,Other ethnicity,Other Main Benefits,114.0
20230301,Ethnic group,Ethnicity not specified,Other Main Benefits,402.0
20230301,Continuous duration,One year or less,Total,88653.0
20230301,Continuous duration,More than one year,Total,256764.0
20230301,Gender,Male,Total,150555.0
20230301,Gender,Female,Total,193443.0
20230301,Gender,Gender Diverse,Total,1419.0
20230301,Age group,18-24 years,Total,51522.0
20230301,Age group,25-39 years,Total,121038.0
20230301,Age group,40-54 years,Total,95325.0
20230301,Age group,55-64 years,Total,77529.0
20230301,Ethnic group,European,Total,171819.0
20230301,Ethnic group,Māori,Total,128817.0
20230301,Ethnic group,Pacific Peoples,Total,37983.0
20230301,Ethnic group,Asian,Total,16221.0
20230301,Ethnic group,Middle Eastern/Latin American/African,Total,5367.0
20230301,Ethnic group,Other ethnicity,Total,11709.0
20230301,Ethnic group,Ethnicity not specified,Total,17199.0
